# i_rad	L_edd
1.108284075016399278e-01 2.406656508597708353e+02
1.117010721276370938e-01 2.256317183249535674e+02
1.125737367536342598e-01 2.111274590650814389e+02
1.134464013796314258e-01 1.971637984593205601e+02
1.143190660056285918e-01 1.837516618868378373e+02
1.151917306316257578e-01 1.709019747267993807e+02
1.160643952576229238e-01 1.586256623583722103e+02
1.169370598836200759e-01 1.469336501607224363e+02
1.178097245096172418e-01 1.358368635130166240e+02
1.186823891356144078e-01 1.253462277944213383e+02
1.195550537616115738e-01 1.154726683841033719e+02
1.204277183876087398e-01 1.062271106612290623e+02
1.213003830136059058e-01 9.762048000496474742e+01
1.221730476396030718e-01 8.966370179447721966e+01
1.230457122656002378e-01 8.236770140893281678e+01
1.239183768915974038e-01 7.574340422749810386e+01
1.247910415175945698e-01 6.980173562934010079e+01
1.256637061435917357e-01 6.455362099362469053e+01
1.265363707695889017e-01 6.000998569951843820e+01
1.274090353955860677e-01 5.618175512618790890e+01
1.282817000215832337e-01 5.307985465279989512e+01
1.291543646475803997e-01 5.071520965852141671e+01
1.300270292735775657e-01 4.909874552251790192e+01
1.308996938995747317e-01 4.824138762395612190e+01
1.317723585255718977e-01 4.777104921687779893e+01
1.326450231515690359e-01 4.730830012503240312e+01
1.335176877775662019e-01 4.685305058214903084e+01
1.343903524035633679e-01 4.640521082195682823e+01
1.352630170295605339e-01 4.596469107818494138e+01
1.361356816555576998e-01 4.553140158456247377e+01
1.370083462815548658e-01 4.510525257481857153e+01
1.378810109075520318e-01 4.468615428268237366e+01
1.387536755335491978e-01 4.427401694188299075e+01
1.396263401595463638e-01 4.386875078614956891e+01
1.404990047855435298e-01 4.347026604921123294e+01
1.413716694115406958e-01 4.307847296479712185e+01
1.422443340375378618e-01 4.269328176663634622e+01
1.431169986635350277e-01 4.231460268845805928e+01
1.439896632895321937e-01 4.194234596399139292e+01
1.448623279155293597e-01 4.157642182696545774e+01
1.457349925415265257e-01 4.121674051110939985e+01
1.466076571675236917e-01 4.086321225015234404e+01
1.474803217935208577e-01 4.051574727782342222e+01
1.483529864195180237e-01 4.017425582785176630e+01
1.492256510455151897e-01 3.983864813396651527e+01
1.500983156715123557e-01 3.950883442989677974e+01
1.509709802975095216e-01 3.918472494937171291e+01
1.518436449235066876e-01 3.886622992612043248e+01
1.527163095495038259e-01 3.855325959387209167e+01
1.535889741755009918e-01 3.824572418635577975e+01
1.544616388014981578e-01 3.794353393730064994e+01
1.553343034274953238e-01 3.764659908043584124e+01
1.562069680534924898e-01 3.735482984949047136e+01
1.570796326794896558e-01 3.706813647819367219e+01
1.579522973054868218e-01 3.678642920027458985e+01
1.588249619314839878e-01 3.650961824946234202e+01
1.596976265574811538e-01 3.623761385948605351e+01
1.605702911834783198e-01 3.597032626407487044e+01
1.614429558094754857e-01 3.570766569695792469e+01
1.623156204354726517e-01 3.544954239186432687e+01
1.631882850614698177e-01 3.519586658252323019e+01
1.640609496874669837e-01 3.494654850266375234e+01
1.649336143134641497e-01 3.470149838601503234e+01
1.658062789394613157e-01 3.446062646630618787e+01
1.666789435654584817e-01 3.422384297726636504e+01
1.675516081914556477e-01 3.399105815262468866e+01
1.684242728174528136e-01 3.376218222611028352e+01
1.692969374434499796e-01 3.353712543145228864e+01
1.701696020694471456e-01 3.331579800237982880e+01
1.710422666954443116e-01 3.309811017262205013e+01
1.719149313214414776e-01 3.288397217590807031e+01
1.727875959474386158e-01 3.267329424596702125e+01
1.736602605734357818e-01 3.246598661652803486e+01
1.745329251994329478e-01 3.226195952132022882e+01
1.754055898254301138e-01 3.206112319407276345e+01
1.762782544514272798e-01 3.186338786851474936e+01
1.771509190774244458e-01 3.166866377837532198e+01
1.780235837034216118e-01 3.147686115738360613e+01
1.788962483294187777e-01 3.128789023926874080e+01
1.797689129554159437e-01 3.110166125775986146e+01
1.806415775814131097e-01 3.091808444658608224e+01
1.815142422074102757e-01 3.073707003947654925e+01
1.823869068334074417e-01 3.055852827016039086e+01
1.832595714594046077e-01 3.038236937236673185e+01
1.841322360854017737e-01 3.020850357982470769e+01
1.850049007113989397e-01 3.003684112626343961e+01
1.858775653373961056e-01 2.986729224541208083e+01
1.867502299633932716e-01 2.969976717099974550e+01
1.876228945893904376e-01 2.953417613675556197e+01
1.884955592153876036e-01 2.937042937640866569e+01
1.893682238413847696e-01 2.920843712368819567e+01
1.902408884673819356e-01 2.904810961232326605e+01
1.911135530933791016e-01 2.888935707604302650e+01
1.919862177193762676e-01 2.873208974857659825e+01
1.928588823453734336e-01 2.857621786365311323e+01
1.937315469713705718e-01 2.842165165500170332e+01
1.946042115973677378e-01 2.826830135635150043e+01
1.954768762233649038e-01 2.811607720143161515e+01
1.963495408493620697e-01 2.796488942397122202e+01
1.972222054753592357e-01 2.781464825769941029e+01
1.980948701013564017e-01 2.766526393634532610e+01
1.989675347273535677e-01 2.751664669363811555e+01
1.998401993533507337e-01 2.736870676330687502e+01
2.007128639793478997e-01 2.722135437908077193e+01
2.015855286053450657e-01 2.707449977468891333e+01
2.024581932313422317e-01 2.692805318386042757e+01
2.033308578573393977e-01 2.678192484032447851e+01
2.042035224833365636e-01 2.663602497781015188e+01
2.050761871093337296e-01 2.649026383004661511e+01
2.059488517353308956e-01 2.634455163076299300e+01
2.068215163613280616e-01 2.619879861368838903e+01
2.076941809873252276e-01 2.605291501255196707e+01
2.085668456133223936e-01 2.590681106108284482e+01
2.094395102393195596e-01 2.576039699301013997e+01
2.103121748653167256e-01 2.561358304206300573e+01
2.111848394913138915e-01 2.546627944197056337e+01
2.120575041173110575e-01 2.531839642646194477e+01
2.129301687433082235e-01 2.516984422926628184e+01
2.138028333693053618e-01 2.502053308411269938e+01
2.146754979953025277e-01 2.487037322473033640e+01
2.155481626212996937e-01 2.471927488484831414e+01
2.164208272472968597e-01 2.456714829819577517e+01
2.172934918732940257e-01 2.441390369850184783e+01
2.181661564992911917e-01 2.425945131949565692e+01
2.190388211252883577e-01 2.410403636026294905e+01
2.199114857512855237e-01 2.394799350700786889e+01
2.207841503772826897e-01 2.379136722413715432e+01
2.216568150032798556e-01 2.363420197605753970e+01
2.225294796292770216e-01 2.347654222717574513e+01
2.234021442552741876e-01 2.331843244189851205e+01
2.242748088812713536e-01 2.315991708463257837e+01
2.251474735072685196e-01 2.300104061978466419e+01
2.260201381332656856e-01 2.284184751176151096e+01
2.268928027592628516e-01 2.268238222496984946e+01
2.277654673852600176e-01 2.252268922381641048e+01
2.286381320112571836e-01 2.236281297270792479e+01
2.295107966372543495e-01 2.220279793605112673e+01
2.303834612632515155e-01 2.204268857825275418e+01
2.312561258892486815e-01 2.188252936371953439e+01
2.321287905152458475e-01 2.172236475685819812e+01
2.330014551412430135e-01 2.156223922207548327e+01
2.338741197672401517e-01 2.140219722377812417e+01
2.347467843932373177e-01 2.124228322637284450e+01
2.356194490192344837e-01 2.108254169426637858e+01
2.364921136452316497e-01 2.092301709186546432e+01
2.373647782712288157e-01 2.076375388357682894e+01
2.382374428972259817e-01 2.060479653380720677e+01
2.391101075232231477e-01 2.044618950696333926e+01
2.399827721492203136e-01 2.028797726745194296e+01
2.408554367752174796e-01 2.013020427967976289e+01
2.417281014012146456e-01 1.997291500805352982e+01
2.426007660272118116e-01 1.981615391697996387e+01
2.434734306532089776e-01 1.965996547086581714e+01
2.443460952792061436e-01 1.950439413411780620e+01
2.452187599052033096e-01 1.934948437114266895e+01
2.460914245312004756e-01 1.919528064634714681e+01
2.469640891571976415e-01 1.904182742413795992e+01
2.478367537831948075e-01 1.888916916892184616e+01
2.487094184091919735e-01 1.873735034510553632e+01
2.495820830351891395e-01 1.858641541709576472e+01
2.504547476611863055e-01 1.843640884929926216e+01
2.513274122871834715e-01 1.828737510612276296e+01
2.522000769131806375e-01 1.813935865197300146e+01
2.530727415391778035e-01 1.799240395125670489e+01
2.539454061651749694e-01 1.784655546838061113e+01
2.548180707911721354e-01 1.770185766775145098e+01
2.556907354171693014e-01 1.755835501377595165e+01
2.565634000431664674e-01 1.741609197086085459e+01
2.574360646691636334e-01 1.727511300341288347e+01
2.583087292951607994e-01 1.713546257583877974e+01
2.591813939211579654e-01 1.699718515254527418e+01
2.600540585471551314e-01 1.686032519793909401e+01
2.609267231731522974e-01 1.672492717642697713e+01
2.617993877991494633e-01 1.659103555241564720e+01
2.626720524251466293e-01 1.645869479031184923e+01
2.635447170511437953e-01 1.632794935452230689e+01
2.644173816771409058e-01 1.619884370945376872e+01
2.652900463031380718e-01 1.607142231951294065e+01
2.661627109291352378e-01 1.594572964910657120e+01
2.670353755551324038e-01 1.582181016264138940e+01
2.679080401811295697e-01 1.569970832452413134e+01
2.687807048071267357e-01 1.557946859916152782e+01
2.696533694331239017e-01 1.546113545096030961e+01
2.705260340591210677e-01 1.534475334432720928e+01
2.713986986851182337e-01 1.523036674366896293e+01
2.722713633111153997e-01 1.511802011339230134e+01
2.731440279371125657e-01 1.500775791790395353e+01
2.740166925631097317e-01 1.489962462161065915e+01
2.748893571891068976e-01 1.479366468891914366e+01
2.757620218151040636e-01 1.468992258423614494e+01
2.766346864411012296e-01 1.458844277196839379e+01
2.775073510670983956e-01 1.448926971652262097e+01
2.783800156930955616e-01 1.439244788230556082e+01
2.792526803190927276e-01 1.429802173372394591e+01
2.801253449450898936e-01 1.420603573518450702e+01
2.809980095710870596e-01 1.411653435109397847e+01
2.818706741970842256e-01 1.402956204585909461e+01
2.827433388230813915e-01 1.394516328388658444e+01
2.836160034490785575e-01 1.386338252958318584e+01
2.844886680750757235e-01 1.378426424735562250e+01
2.853613327010728895e-01 1.370785290161063408e+01
2.862339973270700555e-01 1.363419295675495135e+01
2.871066619530672215e-01 1.356332887719530689e+01
2.879793265790643875e-01 1.349530512733843324e+01
2.888519912050615535e-01 1.343016617159106119e+01
2.897246558310587194e-01 1.336795647435992684e+01
2.905973204570558854e-01 1.330872050005175922e+01
2.914699850830530514e-01 1.325250271307329442e+01
2.923426497090502174e-01 1.319934757783126145e+01
2.932153143350473834e-01 1.314929955873239464e+01
2.940879789610445494e-01 1.310240312018342834e+01
2.949606435870417154e-01 1.305870272659108977e+01
2.958333082130388814e-01 1.301824284236212037e+01
2.967059728390360474e-01 1.298106793190324382e+01
2.975786374650332133e-01 1.294722245962119622e+01
2.984513020910303793e-01 1.291675088992271014e+01
2.993239667170275453e-01 1.288969768721451814e+01
3.001966313430247113e-01 1.286610731590335277e+01
3.010692959690218773e-01 1.284602424039594482e+01
3.019419605950190433e-01 1.282949292509903394e+01
3.028146252210162093e-01 1.281655783441934204e+01
3.036872898470133753e-01 1.280726343276360879e+01
3.045599544730105412e-01 1.280165418453856674e+01
3.054326190990076517e-01 1.279977455415094489e+01
3.063052837250048177e-01 1.279991564993652275e+01
3.071779483510019837e-01 1.280033651221081392e+01
3.080506129769991497e-01 1.280103350335016188e+01
3.089232776029963157e-01 1.280200298573091011e+01
3.097959422289934817e-01 1.280324132172940033e+01
3.106686068549906476e-01 1.280474487372197778e+01
3.115412714809878136e-01 1.280651000408497886e+01
3.124139361069849796e-01 1.280853307519475059e+01
3.132866007329821456e-01 1.281081044942763292e+01
3.141592653589793116e-01 1.281333848915997109e+01
3.150319299849764776e-01 1.281611355676810327e+01
3.159045946109736436e-01 1.281913201462837648e+01
3.167772592369708096e-01 1.282239022511712889e+01
3.176499238629679756e-01 1.282588455061070576e+01
3.185225884889651415e-01 1.282961135348544879e+01
3.193952531149623075e-01 1.283356699611769969e+01
3.202679177409594735e-01 1.283774784088380372e+01
3.211405823669566395e-01 1.284215025016009903e+01
3.220132469929538055e-01 1.284677058632292912e+01
3.228859116189509715e-01 1.285160521174863746e+01
3.237585762449481375e-01 1.285665048881356576e+01
3.246312408709453035e-01 1.286190277989405750e+01
3.255039054969424694e-01 1.286735844736645440e+01
3.263765701229396354e-01 1.287301385360709816e+01
3.272492347489368014e-01 1.287886536099233226e+01
3.281218993749339674e-01 1.288490933189849663e+01
3.289945640009311334e-01 1.289114212870193832e+01
3.298672286269282994e-01 1.289756011377899370e+01
3.307398932529254654e-01 1.290415964950601158e+01
3.316125578789226314e-01 1.291093709825932834e+01
3.324852225049197973e-01 1.291788882241529102e+01
3.333578871309169633e-01 1.292501118435024132e+01
3.342305517569141293e-01 1.293230054644051918e+01
3.351032163829112953e-01 1.293975327106246986e+01
3.359758810089084613e-01 1.294736572059243152e+01
3.368485456349056273e-01 1.295513425740674940e+01
3.377212102609027933e-01 1.296305524388176877e+01
3.385938748868999593e-01 1.297112504239382424e+01
3.394665395128971253e-01 1.297934001531926640e+01
3.403392041388942912e-01 1.298769652503443517e+01
3.412118687648914572e-01 1.299619093391566871e+01
3.420845333908886232e-01 1.300481960433931405e+01
3.429571980168857892e-01 1.301357889868171114e+01
3.438298626428829552e-01 1.302246517931920344e+01
3.447025272688801212e-01 1.303147480862813445e+01
3.455751918948772317e-01 1.304060414898484588e+01
3.464478565208743976e-01 1.304984956276567765e+01
3.473205211468715636e-01 1.305920741234697502e+01
3.481931857728687296e-01 1.306867406010507970e+01
3.490658503988658956e-01 1.307824586841633341e+01
3.499385150248630616e-01 1.308791919965707784e+01
3.508111796508602276e-01 1.309769041620366004e+01
3.516838442768573936e-01 1.310755588043241460e+01
3.525565089028545596e-01 1.311751195471969034e+01
3.534291735288517255e-01 1.312755500144182719e+01
3.543018381548488915e-01 1.313768138297516685e+01
3.551745027808460575e-01 1.314788746169605460e+01
3.560471674068432235e-01 1.315816959998083036e+01
3.569198320328403895e-01 1.316852416020583583e+01
3.577924966588375555e-01 1.317894750474741627e+01
3.586651612848347215e-01 1.318943599598190985e+01
3.595378259108318875e-01 1.319998599628566183e+01
3.604104905368290535e-01 1.321059386803501745e+01
3.612831551628262194e-01 1.322125597360631311e+01
3.621558197888233854e-01 1.323196867537589405e+01
3.630284844148205514e-01 1.324272833572010377e+01
3.639011490408177174e-01 1.325353131701528220e+01
3.647738136668148834e-01 1.326437398163777281e+01
3.656464782928120494e-01 1.327525269196392088e+01
3.665191429188092154e-01 1.328616381037006278e+01
3.673918075448063814e-01 1.329710369923254554e+01
3.682644721708035473e-01 1.330806872092770909e+01
3.691371367968007133e-01 1.331905523783189871e+01
3.700098014227978793e-01 1.333005961232145431e+01
3.708824660487950453e-01 1.334107820677271938e+01
3.717551306747922113e-01 1.335210738356203564e+01
3.726277953007893773e-01 1.336314350506574478e+01
3.735004599267865433e-01 1.337418293366019206e+01
3.743731245527837093e-01 1.338522203172171565e+01
3.752457891787808753e-01 1.339625716162666258e+01
3.761184538047780412e-01 1.340728468575137100e+01
3.769911184307752072e-01 1.341830096647218618e+01
3.778637830567723732e-01 1.342930236616544981e+01
3.787364476827695392e-01 1.344028524720750362e+01
3.796091123087667052e-01 1.345124597197468930e+01
3.804817769347638712e-01 1.346218090284335211e+01
3.813544415607610372e-01 1.347308640218983022e+01
3.822271061867582032e-01 1.348395883239047066e+01
3.830997708127553691e-01 1.349479455582161158e+01
3.839724354387525351e-01 1.350558993485959824e+01
3.848451000647497011e-01 1.351634133188077413e+01
3.857177646907468671e-01 1.352704510926147741e+01
3.865904293167439776e-01 1.353769762937805154e+01
3.874630939427411436e-01 1.354829525460684181e+01
3.883357585687383096e-01 1.355883434732418813e+01
3.892084231947354755e-01 1.356931126990643399e+01
3.900810878207326415e-01 1.357972238472992110e+01
3.909537524467298075e-01 1.359006405417099117e+01
3.918264170727269735e-01 1.360033264060598945e+01
3.926990816987241395e-01 1.361052450641125589e+01
3.935717463247213055e-01 1.362087934538781830e+01
3.944444109507184715e-01 1.363163247621800700e+01
3.953170755767156375e-01 1.364277369860012712e+01
3.961897402027128035e-01 1.365429281223248381e+01
3.970624048287099694e-01 1.366617961681337867e+01
3.979350694547071354e-01 1.367842391204111685e+01
3.988077340807043014e-01 1.369101549761400172e+01
3.996803987067014674e-01 1.370394417323033665e+01
4.005530633326986334e-01 1.371719973858842501e+01
4.014257279586957994e-01 1.373077199338657017e+01
4.022983925846929654e-01 1.374465073732307907e+01
4.031710572106901314e-01 1.375882577009625152e+01
4.040437218366872973e-01 1.377328689140439089e+01
4.049163864626844633e-01 1.378802390094580410e+01
4.057890510886816293e-01 1.380302659841879098e+01
4.066617157146787953e-01 1.381828478352166023e+01
4.075343803406759613e-01 1.383378825595271167e+01
4.084070449666731273e-01 1.384952681541025044e+01
4.092797095926702933e-01 1.386549026159257991e+01
4.101523742186674593e-01 1.388166839419800347e+01
4.110250388446646252e-01 1.389805101292482448e+01
4.118977034706617912e-01 1.391462791747134631e+01
4.127703680966589572e-01 1.393138890753587589e+01
4.136430327226561232e-01 1.394832378281671126e+01
4.145156973486532892e-01 1.396542234301216112e+01
4.153883619746504552e-01 1.398267438782052707e+01
4.162610266006476212e-01 1.400006971694011249e+01
4.171336912266447872e-01 1.401759813006922073e+01
4.180063558526419532e-01 1.403524942690615873e+01
4.188790204786391191e-01 1.405301340714922631e+01
4.197516851046362851e-01 1.407087987049673039e+01
4.206243497306334511e-01 1.408883861664697079e+01
4.214970143566306171e-01 1.410687944529825266e+01
4.223696789826277831e-01 1.412499215614888115e+01
4.232423436086249491e-01 1.414316654889715785e+01
4.241150082346221151e-01 1.416139242324139147e+01
4.249876728606192811e-01 1.417965957887987827e+01
4.258603374866164470e-01 1.419795781551092695e+01
4.267330021126135575e-01 1.421627693283283733e+01
4.276056667386107235e-01 1.423460673054391812e+01
4.284783313646078895e-01 1.425293700834246735e+01
4.293509959906050555e-01 1.427125756592679551e+01
4.302236606166022215e-01 1.428955820299520241e+01
4.310963252425993875e-01 1.430782871924598965e+01
4.319689898685965534e-01 1.432605891437746237e+01
4.328416544945937194e-01 1.434423858808792396e+01
4.337143191205908854e-01 1.436235754007568310e+01
4.345869837465880514e-01 1.438040557003903785e+01
4.354596483725852174e-01 1.439837247767629336e+01
4.363323129985823834e-01 1.441624806268575298e+01
4.372049776245795494e-01 1.443402212476572011e+01
4.380776422505767154e-01 1.445168446361450165e+01
4.389503068765738814e-01 1.446922487893039566e+01
4.398229715025710473e-01 1.448663317041170906e+01
4.406956361285682133e-01 1.450389913775674700e+01
4.415683007545653793e-01 1.452101258066381106e+01
4.424409653805625453e-01 1.453796329883120642e+01
4.433136300065597113e-01 1.455474109195723287e+01
4.441862946325568773e-01 1.457133575974019912e+01
4.450589592585540433e-01 1.458773710187840678e+01
4.459316238845512093e-01 1.460393491807015742e+01
4.468042885105483752e-01 1.461991900801375799e+01
4.476769531365455412e-01 1.463567917140751184e+01
4.485496177625427072e-01 1.465120520794971881e+01
4.494222823885398732e-01 1.466648691733868759e+01
4.502949470145370392e-01 1.468151409927271978e+01
4.511676116405342052e-01 1.469627655345011874e+01
4.520402762665313712e-01 1.471076407956918786e+01
4.529129408925285372e-01 1.472496647732823050e+01
4.537856055185257032e-01 1.473887354642555181e+01
4.546582701445228691e-01 1.475247508655945516e+01
4.555309347705200351e-01 1.476576089742824571e+01
4.564035993965172011e-01 1.477872077873022327e+01
4.572762640225143671e-01 1.479134453016369299e+01
4.581489286485115331e-01 1.480362195142696002e+01
4.590215932745086991e-01 1.481554284221832596e+01
4.598942579005058651e-01 1.482709700223609950e+01
4.607669225265030311e-01 1.483827423117857691e+01
4.616395871525001970e-01 1.484906432874406335e+01
4.625122517784973630e-01 1.485945709463086750e+01
4.633849164044945290e-01 1.486944232853729098e+01
4.642575810304916950e-01 1.487900983016163714e+01
4.651302456564888610e-01 1.488814939920220581e+01
4.660029102824860270e-01 1.489685083535730747e+01
4.668755749084831930e-01 1.490510393832524016e+01
4.677482395344803034e-01 1.491289850780430726e+01
4.686209041604774694e-01 1.492022434349281745e+01
4.694935687864746354e-01 1.492707124508907590e+01
4.703662334124718014e-01 1.493342901229137709e+01
4.712388980384689674e-01 1.493928744479803150e+01
4.721115626644661334e-01 1.494463634230734073e+01
4.729842272904632994e-01 1.494946550451760636e+01
4.738568919164604654e-01 1.495376473112713711e+01
4.747295565424576314e-01 1.495752382183423457e+01
4.756022211684547973e-01 1.496073257633719855e+01
4.764748857944519633e-01 1.496338079433434132e+01
4.773475504204491293e-01 1.496545827552395735e+01
4.782202150464462953e-01 1.496695481960435892e+01
4.790928796724434613e-01 1.496786022627383872e+01
4.799655442984406273e-01 1.496816429523071079e+01
4.808382089244377933e-01 1.496788203850861620e+01
4.817108735504349593e-01 1.496703953765901574e+01
4.825835381764321252e-01 1.496564319665693255e+01
4.834562028024292912e-01 1.496369941947738802e+01
4.843288674284264572e-01 1.496121461009540710e+01
4.852015320544236232e-01 1.495819517248601116e+01
4.860741966804207892e-01 1.495464751062422692e+01
4.869468613064179552e-01 1.495057802848507578e+01
4.878195259324151212e-01 1.494599313004357910e+01
4.886921905584122872e-01 1.494089921927476183e+01
4.895648551844094531e-01 1.493530270015364714e+01
4.904375198104066191e-01 1.492920997665525817e+01
4.913101844364037851e-01 1.492262745275461988e+01
4.921828490624009511e-01 1.491556153242675187e+01
4.930555136883981171e-01 1.490801861964667907e+01
4.939281783143952831e-01 1.490000511838942643e+01
4.948008429403924491e-01 1.489152743263001533e+01
4.956735075663896151e-01 1.488259196634346893e+01
4.965461721923867811e-01 1.487320512350481039e+01
4.974188368183839470e-01 1.486337330808906287e+01
4.982915014443811130e-01 1.485310292407125132e+01
4.991641660703782790e-01 1.484240037542639712e+01
5.000368306963753895e-01 1.483127206612952698e+01
5.009094953223726110e-01 1.481972440015565695e+01
5.017821599483697215e-01 1.480776378147981731e+01
5.026548245743669430e-01 1.479539661407702589e+01
5.035274892003640534e-01 1.478262930192231117e+01
5.044001538263612749e-01 1.476946824899069100e+01
5.052728184523583854e-01 1.475591985925719385e+01
5.061454830783556069e-01 1.474199053669683934e+01
5.070181477043527174e-01 1.472768668528465419e+01
