# i_rad	L_edd
1.003564319896739498e-01 1.661093334138214004e+03
1.012290966156711158e-01 1.606655564569347007e+03
1.021017612416682818e-01 1.552912836648849179e+03
1.029744258676654478e-01 1.499905394247548884e+03
1.038470904936626138e-01 1.447673481236278803e+03
1.047197551196597798e-01 1.396257341485864799e+03
1.055924197456569458e-01 1.345697218867137508e+03
1.064650843716541118e-01 1.296033357250928020e+03
1.073377489976512639e-01 1.247306000508063335e+03
1.082104136236484299e-01 1.199555392509374087e+03
1.090830782496455958e-01 1.152821777125690915e+03
1.099557428756427618e-01 1.107145398227841724e+03
1.108284075016399278e-01 1.062566499686657153e+03
1.117010721276370938e-01 1.019125325372965563e+03
1.125737367536342598e-01 9.768621191575980447e+02
1.134464013796314258e-01 9.358171249113815975e+02
1.143190660056285918e-01 8.960305865051491310e+02
1.151917306316257578e-01 8.575427478097276435e+02
1.160643952576229238e-01 8.203938526959468618e+02
1.169370598836200759e-01 7.846241450346387865e+02
1.178097245096172418e-01 7.502738686966304158e+02
1.186823891356144078e-01 7.173832675527501124e+02
1.195550537616115738e-01 6.859925854738303315e+02
1.204277183876087398e-01 6.561420663306994356e+02
1.213003830136059058e-01 6.278719539941857875e+02
1.221730476396030718e-01 6.012224923351222969e+02
1.230457122656002378e-01 5.762339252243336887e+02
1.239183768915974038e-01 5.529464965326524180e+02
1.247910415175945698e-01 5.314004501309073021e+02
1.256637061435917357e-01 5.116360298899317058e+02
1.265363707695889017e-01 4.936934796805489896e+02
1.274090353955860677e-01 4.776130433735906990e+02
1.282817000215832337e-01 4.634349648398856516e+02
1.291543646475803997e-01 4.511994879502681215e+02
1.300270292735775657e-01 4.409468565755614691e+02
1.308996938995747317e-01 4.327173145865988317e+02
1.317723585255718977e-01 4.255445858769057850e+02
1.326450231515690359e-01 4.184356014551000271e+02
1.335176877775662019e-01 4.113904158646471956e+02
1.343903524035633679e-01 4.044090836490134961e+02
1.352630170295605339e-01 3.974916593516650209e+02
1.361356816555576998e-01 3.906381975160677484e+02
1.370083462815548658e-01 3.838487526856876570e+02
1.378810109075520318e-01 3.771233794039907821e+02
1.387536755335491978e-01 3.704621322144431588e+02
1.396263401595463638e-01 3.638650656605108793e+02
1.404990047855435298e-01 3.573322342856598084e+02
1.413716694115406958e-01 3.508636926333560382e+02
1.422443340375378618e-01 3.444594952470655471e+02
1.431169986635350277e-01 3.381196966702544842e+02
1.439896632895321937e-01 3.318443514463887141e+02
1.448623279155293597e-01 3.256335141189343290e+02
1.457349925415265257e-01 3.194872392313573641e+02
1.466076571675236917e-01 3.134055813271237412e+02
1.474803217935208577e-01 3.073885949496995522e+02
1.483529864195180237e-01 3.014363346425508894e+02
1.492256510455151897e-01 2.955488549491435606e+02
1.500983156715123557e-01 2.897262104129437716e+02
1.509709802975095216e-01 2.839684555774175010e+02
1.518436449235066876e-01 2.782756449860307271e+02
1.527163095495038259e-01 2.726478331822496557e+02
1.535889741755009918e-01 2.670850747095399811e+02
1.544616388014981578e-01 2.615874241113677385e+02
1.553343034274953238e-01 2.561549359311992475e+02
1.562069680534924898e-01 2.507876647125002592e+02
1.570796326794896558e-01 2.454856649987369224e+02
1.579522973054868218e-01 2.402489913333752156e+02
1.588249619314839878e-01 2.350776982598811458e+02
1.596976265574811538e-01 2.299718403217208049e+02
1.605702911834783198e-01 2.249314720623601147e+02
1.614429558094754857e-01 2.199566480252651104e+02
1.623156204354726517e-01 2.150474227539018557e+02
1.631882850614698177e-01 2.102038507917363290e+02
1.640609496874669837e-01 2.054259866822345657e+02
1.649336143134641497e-01 2.007138849688625726e+02
1.658062789394613157e-01 1.960676001950863849e+02
1.666789435654584817e-01 1.914871869043720096e+02
1.675516081914556477e-01 1.869726996401854819e+02
1.684242728174528136e-01 1.825241929459927803e+02
1.692969374434499796e-01 1.781417213652599685e+02
1.701696020694471456e-01 1.738253394414529964e+02
1.710422666954443116e-01 1.695751017180379563e+02
1.719149313214414776e-01 1.653910627384808265e+02
1.727875959474386158e-01 1.612732770462477845e+02
1.736602605734357818e-01 1.572217991848045529e+02
1.745329251994329478e-01 1.532366836976172806e+02
1.754055898254301138e-01 1.493179851281520314e+02
1.762782544514272798e-01 1.454657580198747269e+02
1.771509190774244458e-01 1.416800569162514876e+02
1.780235837034216118e-01 1.379609363607483203e+02
1.788962483294187777e-01 1.343084508968311468e+02
1.797689129554159437e-01 1.307226550679660875e+02
1.806415775814131097e-01 1.272036034176191635e+02
1.815142422074102757e-01 1.237513504892562963e+02
1.823869068334074417e-01 1.203659508263435924e+02
1.832595714594046077e-01 1.170474589723470160e+02
1.841322360854017737e-01 1.137959294707325881e+02
1.850049007113989397e-01 1.106114168649663867e+02
1.858775653373961056e-01 1.074939756985143617e+02
1.867502299633932716e-01 1.044436605148425627e+02
1.876228945893904376e-01 1.014605258574170108e+02
1.884955592153876036e-01 9.854462626970371275e+01
1.893682238413847696e-01 9.569601629516868968e+01
1.902408884673819356e-01 9.291475047727792003e+01
1.911135530933791016e-01 9.020088335949748171e+01
1.919862177193762676e-01 8.755446948529336737e+01
1.928588823453734336e-01 8.497556339813162651e+01
1.937315469713705718e-01 8.246421964147822337e+01
1.946042115973677378e-01 8.002049275879927848e+01
1.954768762233649038e-01 7.764443729356055712e+01
1.963495408493620697e-01 7.533610778922839302e+01
1.972222054753592357e-01 7.309555878926859407e+01
1.980948701013564017e-01 7.092284483714729504e+01
1.989675347273535677e-01 6.881802047633038910e+01
1.998401993533507337e-01 6.678114025028402523e+01
2.007128639793478997e-01 6.481225870247412502e+01
2.015855286053450657e-01 6.291143037636680191e+01
2.024581932313422317e-01 6.107870981542793487e+01
2.033308578573393977e-01 5.931415156312369419e+01
2.042035224833365636e-01 5.761781016291997304e+01
2.050761871093337296e-01 5.598974015828292750e+01
2.059488517353308956e-01 5.442999609267836547e+01
2.068215163613280616e-01 5.293863250957254252e+01
2.076941809873252276e-01 5.151570395243125944e+01
2.085668456133223936e-01 5.016126496472078600e+01
2.094395102393195596e-01 4.887537008990682352e+01
2.103121748653167256e-01 4.765807387145571283e+01
2.111848394913138915e-01 4.650943085283317657e+01
2.120575041173110575e-01 4.542949557750547029e+01
2.129301687433082235e-01 4.441832258893843033e+01
2.138028333693053618e-01 4.347596643059829802e+01
2.146754979953025277e-01 4.260248164595082443e+01
2.155481626212996937e-01 4.179792277846225090e+01
2.164208272472968597e-01 4.106234437159835693e+01
2.172934918732940257e-01 4.039580096882544780e+01
2.181661564992911917e-01 3.979834711360929589e+01
2.190388211252883577e-01 3.923762355449240857e+01
2.199114857512855237e-01 3.868125204987651955e+01
2.207841503772826897e-01 3.812925865801679493e+01
2.216568150032798556e-01 3.758166943716835817e+01
2.225294796292770216e-01 3.703851044558633987e+01
2.234021442552741876e-01 3.649980774152590612e+01
2.242748088812713536e-01 3.596558738324216620e+01
2.251474735072685196e-01 3.543587542899027198e+01
2.260201381332656856e-01 3.491069793702536828e+01
2.268928027592628516e-01 3.439008096560258565e+01
2.277654673852600176e-01 3.387405057297706179e+01
2.286381320112571836e-01 3.336263281740394859e+01
2.295107966372543495e-01 3.285585375713836953e+01
2.303834612632515155e-01 3.235373945043547650e+01
2.312561258892486815e-01 3.185631595555040008e+01
2.321287905152458475e-01 3.136360933073827795e+01
2.330014551412430135e-01 3.087564563425425845e+01
2.338741197672401517e-01 3.039245092435348283e+01
2.347467843932373177e-01 2.991405125929107456e+01
2.356194490192344837e-01 2.944047269732217842e+01
2.364921136452316497e-01 2.897174129670193210e+01
2.373647782712288157e-01 2.850788311568548394e+01
2.382374428972259817e-01 2.804892421252796098e+01
2.391101075232231477e-01 2.759489064548450798e+01
2.399827721492203136e-01 2.714580847281026976e+01
2.408554367752174796e-01 2.670170375276037333e+01
2.417281014012146456e-01 2.626260254358996349e+01
2.426007660272118116e-01 2.582853090355418502e+01
2.434734306532089776e-01 2.539951489090816850e+01
2.443460952792061436e-01 2.497558056390705872e+01
2.452187599052033096e-01 2.455675398080599336e+01
2.460914245312004756e-01 2.414306119986011012e+01
2.469640891571976415e-01 2.373452827932454312e+01
2.478367537831948075e-01 2.333118127745444070e+01
2.487094184091919735e-01 2.293304625250493345e+01
2.495820830351891395e-01 2.254014926273116615e+01
2.504547476611863055e-01 2.215251636638828003e+01
2.513274122871834715e-01 2.177017362173140569e+01
2.522000769131806375e-01 2.139314708701569145e+01
2.530727415391778035e-01 2.102146282049626436e+01
2.539454061651749694e-01 2.065514688042827629e+01
2.548180707911721354e-01 2.029422532506685783e+01
2.556907354171693014e-01 1.993872421266715023e+01
2.565634000431664674e-01 1.958866960148429470e+01
2.574360646691636334e-01 1.924408754977342895e+01
2.583087292951607994e-01 1.890500411578969420e+01
2.591813939211579654e-01 1.857144535778822103e+01
2.600540585471551314e-01 1.824343733402416134e+01
2.609267231731522974e-01 1.792100610275264216e+01
2.617993877991494633e-01 1.760417772222880828e+01
2.626720524251466293e-01 1.729297825070779737e+01
2.635447170511437953e-01 1.698743374644475068e+01
2.644173816771409058e-01 1.668757026769482721e+01
2.652900463031380718e-01 1.639341387271311845e+01
2.661627109291352378e-01 1.610499061975479407e+01
2.670353755551324038e-01 1.582232656707498641e+01
2.679080401811295697e-01 1.554544777292883495e+01
2.687807048071267357e-01 1.527438029557148624e+01
2.696533694331239017e-01 1.500915019325806554e+01
2.705260340591210677e-01 1.474978352424372119e+01
2.713986986851182337e-01 1.449630634678359442e+01
2.722713633111153997e-01 1.424874471913281759e+01
2.731440279371125657e-01 1.400712469954652839e+01
2.740166925631097317e-01 1.377147234627987871e+01
2.748893571891068976e-01 1.354181371758799202e+01
2.757620218151040636e-01 1.331817487172601489e+01
2.766346864411012296e-01 1.310058186694909210e+01
2.775073510670983956e-01 1.288906076151234892e+01
2.783800156930955616e-01 1.268363761367093012e+01
2.792526803190927276e-01 1.248433848167998406e+01
2.801253449450898936e-01 1.229118942379463775e+01
2.809980095710870596e-01 1.210421649827002888e+01
2.818706741970842256e-01 1.192344576336131468e+01
2.827433388230813915e-01 1.174890327732360973e+01
2.836160034490785575e-01 1.158061509841207304e+01
2.844886680750757235e-01 1.141860728488182808e+01
2.853613327010728895e-01 1.126290589498802142e+01
2.862339973270700555e-01 1.111353698698579962e+01
2.871066619530672215e-01 1.097052661913028615e+01
2.879793265790643875e-01 1.083390084967662759e+01
2.888519912050615535e-01 1.070368573687996872e+01
2.897246558310587194e-01 1.057990733899543834e+01
2.905973204570558854e-01 1.046259171427817947e+01
2.914699850830530514e-01 1.035176492098333689e+01
2.923426497090502174e-01 1.024745301736603764e+01
2.932153143350473834e-01 1.014968206168142828e+01
2.940879789610445494e-01 1.005847811218465537e+01
2.949606435870417154e-01 9.973867227130840618e+00
2.958333082130388814e-01 9.895875464775130581e+00
2.967059728390360474e-01 9.824528883372675381e+00
2.975786374650332133e-01 9.759853541178598491e+00
2.984513020910303793e-01 9.701875496448050029e+00
2.993239667170275453e-01 9.650620807436155246e+00
3.001966313430247113e-01 9.606115532398066037e+00
3.010692959690218773e-01 9.568385729588920086e+00
3.019419605950190433e-01 9.537457457263846194e+00
3.028146252210162093e-01 9.513356773677990930e+00
3.036872898470133753e-01 9.496109737086502633e+00
3.045599544730105412e-01 9.485742405744503003e+00
3.054326190990076517e-01 9.482280837907136828e+00
3.063052837250048177e-01 9.485640648829937405e+00
3.071779483510019837e-01 9.495630031826371109e+00
3.080506129769991497e-01 9.512113912238486790e+00
3.089232776029963157e-01 9.534957215408331521e+00
3.097959422289934817e-01 9.564024866677954151e+00
3.106686068549906476e-01 9.599181791389403529e+00
3.115412714809878136e-01 9.640292914884724951e+00
3.124139361069849796e-01 9.687223162505969043e+00
3.132866007329821456e-01 9.739837459595184654e+00
3.141592653589793116e-01 9.798000731494420634e+00
3.150319299849764776e-01 9.861577903545724055e+00
3.159045946109736436e-01 9.930433901091141990e+00
3.167772592369708096e-01 1.000443364947272151e+01
3.176499238629679756e-01 1.008344207403251680e+01
3.185225884889651415e-01 1.016732410011256960e+01
3.193952531149623075e-01 1.025594465305493053e+01
3.202679177409594735e-01 1.034916865820164844e+01
3.211405823669566395e-01 1.044686104089477219e+01
3.220132469929538055e-01 1.054888672647634884e+01
3.228859116189509715e-01 1.065511064028842902e+01
3.237585762449481375e-01 1.076539770767305626e+01
3.246312408709453035e-01 1.087961285397228117e+01
3.255039054969424694e-01 1.099762100452815261e+01
3.263765701229396354e-01 1.111928708468272120e+01
3.272492347489368014e-01 1.124447601977803046e+01
3.281218993749339674e-01 1.137305273515612924e+01
3.289945640009311334e-01 1.150488215615906817e+01
3.298672286269282994e-01 1.163982920812889432e+01
3.307398932529254654e-01 1.177775881640765654e+01
3.316125578789226314e-01 1.191853590633740367e+01
3.324852225049197973e-01 1.206202540326018280e+01
3.333578871309169633e-01 1.220809223251804099e+01
3.342305517569141293e-01 1.235660131945302709e+01
3.351032163829112953e-01 1.250741758940718995e+01
3.359758810089084613e-01 1.266040596772258020e+01
3.368485456349056273e-01 1.281543137974124313e+01
3.377212102609027933e-01 1.297235875080522582e+01
3.385938748868999593e-01 1.313105300625658067e+01
3.394665395128971253e-01 1.329137907143735298e+01
3.403392041388942912e-01 1.345320187168959158e+01
3.412118687648914572e-01 1.361638633235534535e+01
3.420845333908886232e-01 1.378079737877665956e+01
3.429571980168857892e-01 1.394629993629558662e+01
3.438298626428829552e-01 1.411275893025417183e+01
3.447025272688801212e-01 1.428003928599446581e+01
3.455751918948772317e-01 1.444800592885850499e+01
3.464478565208743976e-01 1.461652378418835951e+01
3.473205211468715636e-01 1.478545777732606581e+01
3.481931857728687296e-01 1.495467283361366739e+01
3.490658503988658956e-01 1.512403387839322377e+01
3.499385150248630616e-01 1.529340583700677669e+01
3.508111796508602276e-01 1.546265363479637323e+01
3.516838442768573936e-01 1.563164219710406400e+01
3.525565089028545596e-01 1.580023644927189608e+01
3.534291735288517255e-01 1.596830131664192187e+01
3.543018381548488915e-01 1.613570172455618135e+01
3.551745027808460575e-01 1.630230259835672868e+01
3.560471674068432235e-01 1.646796886338561094e+01
3.569198320328403895e-01 1.663256544498487699e+01
3.577924966588375555e-01 1.679595726849657211e+01
3.586651612848347215e-01 1.695800925926274871e+01
3.595378259108318875e-01 1.711858634262545209e+01
3.604104905368290535e-01 1.727755344392673109e+01
3.612831551628262194e-01 1.743477548850863457e+01
3.621558197888233854e-01 1.759011740171320781e+01
3.630284844148205514e-01 1.774344410888250678e+01
3.639011490408177174e-01 1.789462053535857322e+01
3.647738136668148834e-01 1.804351160648345598e+01
3.656464782928120494e-01 1.818998224759920390e+01
3.665191429188092154e-01 1.833389738404786584e+01
3.673918075448063814e-01 1.847512194117149420e+01
3.682644721708035473e-01 1.861352084431212361e+01
3.691371367968007133e-01 1.874895901881181715e+01
3.700098014227978793e-01 1.888130139001261654e+01
3.708824660487950453e-01 1.901041288325657064e+01
3.717551306747922113e-01 1.913615842388572830e+01
3.726277953007893773e-01 1.925840293724213836e+01
3.735004599267865433e-01 1.937701134866784614e+01
3.743731245527837093e-01 1.949184858350490401e+01
3.752457891787808753e-01 1.960277956709535374e+01
3.761184538047780412e-01 1.970966922478125127e+01
3.769911184307752072e-01 1.981238248190463480e+01
3.778637830567723732e-01 1.991078426380756738e+01
3.787364476827695392e-01 2.000473949583208721e+01
3.796091123087667052e-01 2.009411310332024314e+01
3.804817769347638712e-01 2.017877001161408757e+01
3.813544415607610372e-01 2.025857514605566223e+01
3.822271061867582032e-01 2.033339343198701954e+01
3.830997708127553691e-01 2.040308979475020834e+01
3.839724354387525351e-01 2.046752915968727393e+01
3.848451000647497011e-01 2.052657645214026871e+01
3.857177646907468671e-01 2.058009659745124509e+01
3.865904293167439776e-01 2.062795452096223059e+01
3.874630939427411436e-01 2.067001514801529893e+01
3.883357585687383096e-01 2.070614340395248121e+01
3.892084231947354755e-01 2.073620421411582626e+01
3.900810878207326415e-01 2.076006250384739715e+01
3.909537524467298075e-01 2.077758319848922497e+01
3.918264170727269735e-01 2.078863122338337988e+01
3.926990816987241395e-01 2.079307150387188940e+01
3.935717463247213055e-01 2.079415739605475011e+01
3.944444109507184715e-01 2.079523230825864744e+01
3.953170755767156375e-01 2.079629624416567424e+01
3.961897402027128035e-01 2.079734920745791982e+01
3.970624048287099694e-01 2.079839120181747703e+01
3.979350694547071354e-01 2.079942223092643516e+01
3.988077340807043014e-01 2.080044229846688708e+01
3.996803987067014674e-01 2.080145140812092208e+01
4.005530633326986334e-01 2.080244956357062591e+01
4.014257279586957994e-01 2.080343676849810208e+01
4.022983925846929654e-01 2.080441302658543279e+01
4.031710572106901314e-01 2.080537834151470378e+01
4.040437218366872973e-01 2.080633271696801856e+01
4.049163864626844633e-01 2.080727615662745933e+01
4.057890510886816293e-01 2.080820866417512249e+01
4.066617157146787953e-01 2.080913024329309735e+01
4.075343803406759613e-01 2.081004089766346254e+01
4.084070449666731273e-01 2.081094063096832869e+01
4.092797095926702933e-01 2.081182944688977443e+01
4.101523742186674593e-01 2.081270734910989262e+01
4.110250388446646252e-01 2.081357434131077255e+01
4.118977034706617912e-01 2.081443042717451064e+01
4.127703680966589572e-01 2.081527561038319263e+01
4.136430327226561232e-01 2.081610989461891492e+01
4.145156973486532892e-01 2.081693328356375972e+01
4.153883619746504552e-01 2.081774578089982697e+01
4.162610266006476212e-01 2.081854739030919887e+01
4.171336912266447872e-01 2.081933811547397184e+01
4.180063558526419532e-01 2.082011796007623872e+01
4.188790204786391191e-01 2.082088692779808525e+01
4.197516851046362851e-01 2.082164502232160075e+01
4.206243497306334511e-01 2.082239224732888516e+01
4.214970143566306171e-01 2.082312860650202069e+01
4.223696789826277831e-01 2.082385410352310018e+01
4.232423436086249491e-01 2.082456874207422004e+01
4.241150082346221151e-01 2.082527252583746247e+01
4.249876728606192811e-01 2.082596545849492387e+01
4.258603374866164470e-01 2.082664754372868998e+01
4.267330021126135575e-01 2.082731878522085722e+01
4.276056667386107235e-01 2.082797918665351844e+01
4.284783313646078895e-01 2.082862875170875583e+01
4.293509959906050555e-01 2.082926748406866579e+01
4.302236606166022215e-01 2.082989538741534119e+01
4.310963252425993875e-01 2.083051246543086421e+01
4.319689898685965534e-01 2.083111872179733481e+01
4.328416544945937194e-01 2.083171416019683875e+01
4.337143191205908854e-01 2.083229878431146886e+01
4.345869837465880514e-01 2.083287259782331802e+01
4.354596483725852174e-01 2.083343560441447551e+01
4.363323129985823834e-01 2.083398780776703063e+01
4.372049776245795494e-01 2.083452921156306914e+01
4.380776422505767154e-01 2.083505981948469454e+01
4.389503068765738814e-01 2.083557963521398548e+01
4.398229715025710473e-01 2.083608866243304192e+01
4.406956361285682133e-01 2.083658690482394604e+01
4.415683007545653793e-01 2.083707436606879781e+01
4.424409653805625453e-01 2.083755104984967943e+01
4.433136300065597113e-01 2.083801695984868729e+01
4.441862946325568773e-01 2.083847209974791426e+01
4.450589592585540433e-01 2.083891647322944252e+01
4.459316238845512093e-01 2.083935008397537203e+01
4.468042885105483752e-01 2.083977293566779210e+01
4.476769531365455412e-01 2.084018503198878491e+01
4.485496177625427072e-01 2.084058637662045044e+01
4.494222823885398732e-01 2.084097697324487797e+01
4.502949470145370392e-01 2.084135682554416036e+01
4.511676116405342052e-01 2.084172593720037980e+01
4.520402762665313712e-01 2.084208431189563271e+01
4.529129408925285372e-01 2.084243195331200837e+01
4.537856055185257032e-01 2.084276886513160321e+01
4.546582701445228691e-01 2.084309505103650295e+01
4.555309347705200351e-01 2.084341051470879691e+01
4.564035993965172011e-01 2.084371525983058149e+01
4.572762640225143671e-01 2.084400929008394243e+01
4.581489286485115331e-01 2.084429260915097259e+01
4.590215932745086991e-01 2.084456522071376483e+01
4.598942579005058651e-01 2.084482712845440489e+01
4.607669225265030311e-01 2.084507833605498561e+01
4.616395871525001970e-01 2.084531884719760342e+01
4.625122517784973630e-01 2.084554866556434050e+01
4.633849164044945290e-01 2.084576779483729325e+01
4.642575810304916950e-01 2.084597623869855099e+01
4.651302456564888610e-01 2.084617400083020300e+01
4.660029102824860270e-01 2.084636108491434214e+01
4.668755749084831930e-01 2.084653749463306127e+01
4.677482395344803034e-01 2.084670323366844968e+01
4.686209041604774694e-01 2.084685830570259313e+01
4.694935687864746354e-01 2.084700271441758446e+01
4.703662334124718014e-01 2.084713646349552008e+01
4.712388980384689674e-01 2.084725955661848928e+01
4.721115626644661334e-01 2.084737199746857783e+01
4.729842272904632994e-01 2.084747378972787857e+01
4.738568919164604654e-01 2.084756493707848435e+01
4.747295565424576314e-01 2.084764544320248802e+01
4.756022211684547973e-01 2.084771531178197534e+01
4.764748857944519633e-01 2.084777454649903916e+01
4.773475504204491293e-01 2.084782315103576877e+01
4.782202150464462953e-01 2.084786112907425704e+01
4.790928796724434613e-01 2.084788848429660035e+01
4.799655442984406273e-01 2.084790522038487737e+01
4.808382089244377933e-01 2.084791659278774389e+01
4.817108735504349593e-01 2.084792785445097962e+01
4.825835381764321252e-01 2.084793900530238275e+01
4.834562028024292912e-01 2.084795004526975504e+01
4.843288674284264572e-01 2.084796097428089823e+01
4.852015320544236232e-01 2.084797179226360342e+01
4.860741966804207892e-01 2.084798249914567592e+01
4.869468613064179552e-01 2.084799309485491037e+01
4.878195259324151212e-01 2.084800357931910852e+01
4.886921905584122872e-01 2.084801395246606859e+01
4.895648551844094531e-01 2.084802421422359231e+01
4.904375198104066191e-01 2.084803436451947078e+01
4.913101844364037851e-01 2.084804440328150932e+01
4.921828490624009511e-01 2.084805433043749900e+01
4.930555136883981171e-01 2.084806414591525225e+01
4.939281783143952831e-01 2.084807384964255306e+01
4.948008429403924491e-01 2.084808344154721027e+01
4.956735075663896151e-01 2.084809292155702209e+01
4.965461721923867811e-01 2.084810228959978673e+01
4.974188368183839470e-01 2.084811154560329527e+01
4.982915014443811130e-01 2.084812068949535302e+01
4.991641660703782790e-01 2.084812972120376173e+01
5.000368306963753895e-01 2.084813864065631250e+01
5.009094953223726110e-01 2.084814744778081064e+01
5.017821599483697215e-01 2.084815614250505433e+01
5.026548245743669430e-01 2.084816472475683824e+01
5.035274892003640534e-01 2.084817319446396766e+01
5.044001538263612749e-01 2.084818155155423369e+01
5.052728184523583854e-01 2.084818979595544519e+01
5.061454830783556069e-01 2.084819792759538970e+01
5.070181477043527174e-01 2.084820594640186897e+01
